Stock Index,Index,Industry,VWAP,General Index,NAV,P/E Ratio,Volumes Traded,Inventory Turnover,Covid Impact (Beta),Tracking Error,Dollar Exchange Rate,Put-Call Ratio,P/B Ratio,Stock Price
AB643,NSE,Real Estate,868.79,11270.15,75.54,68.67,17675745,7.1,-0.43,0.0345,74.9,0.94,8.33,523.0449963
AB644,S&P 500,Materials,684.48,3351.28,20.09,28.92,12569964,4.64,0.03,0.0199,1,1.25,1.22,59.52684958
AB645,BSE,Materials,8.71,38182.08,88.75,198.87,8273600,3.68,0.03,0.0308,74.9,0.65,4.54,1745.521504
AB646,S&P 500,Information Tech,635.64,3351.28,58.32,113.92,17172371,3.24,0.23,0.0569,1,1.15,4.25,656.414489
AB647,NSE,Information Tech,64.89,11270.15,38.15,41.7,7203488,3.26,0.23,0.051,74.9,1.08,6.05,155.3328056
AB648,JSE,Real Estate,397.71,55722,76.7,123.76,16601330,4.42,-0.43,0.0217,17.7,0.67,2.38,937.9763628
AB649,JSE,Healthcare,59.12,55722,90.49,177.77,19594928,4.82,0.78,0.0602,17.7,0.86,7.79,1591.428492
AB650,JSE,Healthcare,203.2,55722,88.95,148.11,8567156,3.08,0.78,0.0467,17.7,0.92,0.85,1303.329248
AB651,BSE,Healthcare,908.3,38182.08,81.31,170.91,984423,7.49,0.78,0.0442,74.9,0.61,3.31,1386.590478
AB652,BSE,Real Estate,110.63,38182.08,55.07,77.55,10056488,2.96,-0.43,0.0166,74.9,1.04,6.53,419.7271663
AB653,S&P 500,Information Tech,130.92,3351.28,13.03,83.74,5985564,8.15,0.23,0.0493,1,0.94,1.32,101.4821509
AB654,NSE,Real Estate,651,11270.15,69.61,167.83,19888320,8.06,-0.43,0.0379,74.9,1.21,7.25,1155.129148
AB655,NYSE,Materials,536.4,12765.84,60.58,32.18,16025143,7.6,0.03,0.0498,1,1.15,3.96,193.7697631
AB656,NSE,Information Tech,487.92,11270.15,75.58,61.67,6247431,6.82,0.23,0.0259,74.9,0.85,4.41,461.6067323
AB657,BSE,Information Tech,10.43,38182.08,36.19,93.76,20004986,6.73,0.23,0.0319,74.9,1.11,4.73,330.3963972
AB658,JSE,Energy,213.51,55722,52.37,79.53,16973663,5.17,0.11,0.041,17.7,0.91,6.29,409.1556459
AB659,NYSE,Information Tech,835.59,12765.84,87.98,117.34,6207361,7.5,0.23,0.0234,1,1.19,9.26,1030.060216
AB660,NYSE,Healthcare,657.56,12765.84,50.19,101.95,8064275,3.37,0.78,0.0428,1,1.24,8.28,505.3908379
AB661,JSE,Real Estate,521.41,55722,46.66,164.09,17910932,7.05,-0.43,0.023,17.7,1.08,7,751.2450996
AB662,JSE,Healthcare,389.88,55722,85.6,111.08,14843584,5.32,0.78,0.0561,17.7,0.67,1.92,940.9500792
AB663,BSE,Energy,210.71,38182.08,14.84,118.83,16295735,5.06,0.11,0.0184,74.9,0.67,8.71,165.4057563
AB664,NSE,Healthcare,610.92,11270.15,67.98,154.79,12578784,6.34,0.78,0.0369,74.9,0.7,4.18,1039.948044
AB665,BSE,Materials,748.73,38182.08,22.76,81.24,13060850,8.2,0.03,0.0152,74.9,0.76,8.57,182.9066656
AB666,S&P 500,Healthcare,367.69,3351.28,17.77,78.4,16069064,2.8,0.78,0.0323,1,0.67,5.64,132.7617542
AB667,NSE,Healthcare,679.4,11270.15,78.25,76.3,976888,7.43,0.78,0.0228,74.9,0.62,6.99,593.7504141
AB668,NSE,Materials,222.08,11270.15,21.45,190.16,7752050,5.7,0.03,0.0185,74.9,0.86,6.16,389.8578207
AB669,S&P 500,Energy,367.38,3351.28,83.13,98.71,1392986,6.66,0.11,0.0323,1,0.88,6.87,811.7132496
AB670,S&P 500,Healthcare,340.19,3351.28,90.84,23.3,14991207,5.77,0.78,0.0594,1,0.77,6.61,210.3032051
AB671,S&P 500,Information Tech,606.15,3351.28,47.03,40.71,17965933,6.79,0.23,0.0472,1,1.04,2.06,190.3062754
AB672,NYSE,Energy,358.43,12765.84,60.68,82.11,571593,3,0.11,0.0562,1,0.71,8.79,491.0317935
AB673,NYSE,Information Tech,518.39,12765.84,86.98,82.45,,,0.23,0.0443,1,1.27,3.42,710.8185764
AB674,NYSE,Healthcare,226.59,12765.84,91.85,178.92,,,0.78,0.0279,1,0.94,9.13,1626.249333
AB675,JSE,Information Tech,839.97,55722,65.7,182.14,,,0.23,0.0575,17.7,0.89,3.41,1188.195098
AB676,NSE,Healthcare,663.62,11270.15,77.97,123.11,,,0.78,0.0429,74.9,0.62,3.42,951.6053016
AB677,JSE,Materials,282.91,55722,35.32,122.33,,,0.03,0.0368,17.7,0.62,5.03,420.6941486
AB678,JSE,Real Estate,787.73,55722,35.89,68.8,11587148,5.55,-0.43,0.0416,17.7,0.76,6.48,247.392723
AB679,JSE,Healthcare,945.16,55722,33.79,23.76,13678252,6.03,0.78,0.0308,17.7,1.17,2.79,94.82543749
AB680,S&P 500,Information Tech,459.94,3351.28,17.9,179.2,7218904,7.8,0.23,0.0265,1,0.96,1.37,304.7679527
AB681,BSE,Materials,355.28,38182.08,49.01,181.69,7693797,4.5,0.03,0.0158,74.9,0.98,0.59,873.363631
AB682,JSE,Real Estate,64.08,55722,32.83,107.8,19096057,5.98,-0.43,0.0387,17.7,0.89,7.13,343.6043546
AB683,JSE,Real Estate,263.78,55722,47.9,70.46,14533592,7.63,-0.43,0.0427,17.7,1.05,5.39,331.1090877
AB684,NYSE,Materials,568.21,12765.84,81.58,141.55,11240984,5.38,0.03,0.0316,1,1.28,1.07,1143.0553
AB685,BSE,Information Tech,610.71,38182.08,18.79,158.16,4650036,7.74,0.23,0.0429,74.9,0.96,9.36,284.7259839
AB686,BSE,Materials,46.16,38182.08,13.52,190.49,2073627,6.04,0.03,0.0568,74.9,0.86,2.82,239.5164617
AB687,S&P 500,Healthcare,797.3,3351.28,58.64,44.55,3546852,6.27,0.78,0.056,1,0.8,1.67,264.5946261
AB688,S&P 500,Information Tech,444.81,3351.28,79.98,185.87,9876224,7.63,0.23,0.058,1,0.8,9.47,1469.469631
AB689,S&P 500,Information Tech,191.61,3351.28,51.74,142.41,13198011,2.63,0.23,0.0459,1,1.04,3.6,723.2313241
AB690,JSE,Information Tech,810.61,55722,54.77,94.84,12922857,5.94,0.23,0.0417,17.7,1.13,6.85,518.2624685
AB691,JSE,Real Estate,940.14,55722,64.74,65.52,5042703,2.58,-0.43,0.0499,17.7,0.77,5.74,433.9780988
AB692,NYSE,Healthcare,675.06,12765.84,12.12,116.93,8631597,6.62,0.78,0.017,1,1.17,8.13,134.6465699
AB693,NSE,Real Estate,100.4,11270.15,27.05,45.9,4825936,4.03,-0.43,0.0241,74.9,0.82,2.31,119.9949323
AB694,S&P 500,Materials,75.18,3351.28,12.75,83.92,18459199,3.71,0.03,0.0347,1,1.02,4.68,99.27895444
AB695,S&P 500,Information Tech,899.09,3351.28,79.16,35.71,3212438,4.16,0.23,0.0269,1,1.19,4.51,292.2645331
AB696,NYSE,Real Estate,250.45,12765.84,94.89,130.3,13958796,3.14,-0.43,0.046,1,0.69,5.09,1224.024703
AB697,NYSE,Real Estate,773.32,12765.84,90.42,80.9,11215108,4.5,-0.43,0.0492,1,1.19,8.07,730.1454297
AB698,NSE,Real Estate,445.3,11270.15,36.4,143.04,5668434,6.37,-0.43,0.0431,74.9,1.25,3.84,507.8230657
AB699,S&P 500,Real Estate,368.44,3351.28,77.95,125,14821106,5.57,-0.43,0.021,1,0.81,3.01,962.8590739
AB700,NSE,Energy,97.22,11270.15,21.47,199.14,19344438,3.23,0.11,0.0186,74.9,1.13,2.14,408.4743645
AB701,NYSE,Healthcare,88.69,12765.84,15.23,156.78,18467239,5.56,0.78,0.0349,1,1.11,0.72,224.0804937
AB702,JSE,Information Tech,12.33,55722,18.56,76.79,11159500,5.03,0.23,0.0158,17.7,0.63,3.42,135.3938155
AB703,JSE,Information Tech,576.68,55722,21.57,193.05,14786046,6.66,0.23,0.0563,17.7,0.73,7.12,400.0502167
AB704,NSE,Real Estate,842.59,11270.15,60.12,97.06,19676446,5.99,-0.43,0.0406,74.9,1.23,9.1,583.5587897
AB705,S&P 500,Materials,698.14,3351.28,69.69,59.68,12909084,6.85,0.03,0.0365,1,0.73,3.19,414.5548522
AB706,NSE,Real Estate,813.39,11270.15,55.64,29.44,12852533,6.24,-0.43,0.0603,74.9,1.22,5.86,169.1649819
AB707,BSE,Healthcare,770.89,38182.08,91.45,139.07,9507923,2.79,0.78,0.051,74.9,1.21,5.66,1264.728338
AB708,JSE,Information Tech,597.47,55722,75.2,191.12,12599056,6.09,0.23,0.0244,17.7,0.87,5.87,1420.999223
AB709,NYSE,Energy,254.16,12765.84,52.39,74.97,1694152,3.05,0.11,0.0373,1,1.07,5.49,385.9449413
AB710,NSE,Materials,347.04,11270.15,98.6,85.9,16274874,7.58,0.03,0.0295,74.9,1.16,0.67,839.2823905
AB711,NSE,Materials,488.44,11270.15,80.64,68.06,16693778,5.31,0.03,0.0539,74.9,1.18,7.05,543.6649493
AB712,BSE,Energy,698.18,38182.08,81.19,112.76,6871181,8.11,0.11,0.0588,74.9,1.16,7.79,908.849605
AB713,JSE,Healthcare,495.01,55722,84.56,192.15,12361393,2.67,0.78,0.054,17.7,0.8,1.57,1607.493279
AB714,JSE,Materials,56.55,55722,11.35,99.6,7379741,6.29,0.03,0.0499,17.7,0.79,5.43,103.8629841
AB715,NYSE,Healthcare,412.52,12765.84,25.14,132.19,14212956,5.87,0.78,0.0361,1,0.93,5.46,320.6184303
AB716,BSE,Real Estate,230.27,38182.08,14.97,197.84,18449366,6.41,-0.43,0.0328,74.9,0.75,2.69,277.548579
AB717,NSE,Information Tech,844.21,11270.15,62.23,52.76,19197867,6.33,0.23,0.0243,74.9,0.74,8.32,332.9388458
AB718,NYSE,Real Estate,215.45,12765.84,55.98,12.99,11616159,4.04,-0.43,0.026,1,1.2,8.86,71.898622
AB719,BSE,Energy,146.47,38182.08,81.93,155.3,4146053,7.55,0.11,0.033,74.9,1.18,2.14,1257.366075
AB720,BSE,Energy,371.55,38182.08,56.57,191.47,2075752,5.75,0.11,0.0587,74.9,0.71,8.96,1065.150525
AB721,NSE,Healthcare,324.85,11270.15,66.57,121.72,11366601,6.09,0.78,0.0212,74.9,0.63,0.53,799.1086887
AB722,NSE,Materials,413.52,11270.15,37.76,123.56,13271137,3.68,0.03,0.0257,74.9,0.93,0.67,455.5075942
AB723,JSE,Materials,326.16,55722,31.82,118.77,12592956,6.4,0.03,0.0522,17.7,0.83,2.25,367.0242043
AB724,S&P 500,Energy,741.12,3351.28,33.64,37.86,18085715,2.83,0.11,0.0287,1,1.11,7.1,129.3323482
AB725,JSE,Real Estate,575.89,55722,60.26,74.53,5024267,8.31,-0.43,0.0239,17.7,0.81,2.21,444.1460213
AB726,JSE,Energy,598.72,55722,71.03,14.39,13301703,7.42,0.11,0.0478,17.7,1.01,8.88,103.5397392
AB727,NSE,Information Tech,269.37,11270.15,23.54,61.85,1486800,6.25,0.23,0.0394,74.9,0.9,4.13,140.1985907
AB728,S&P 500,Information Tech,14.76,3351.28,21.1,152.65,4617694,3.1,0.23,0.026,1,0.71,7.86,307.5403801
AB729,S&P 500,Healthcare,58.09,3351.28,29.01,51.47,721881,6.62,0.78,0.0237,1,0.88,8.58,144.7206336
AB730,S&P 500,Energy,393.31,3351.28,12.33,61.98,13221146,6.91,0.11,0.0174,1,0.96,9.46,71.52196901
AB731,BSE,Energy,340.88,38182.08,57.12,144.81,7147397,3.07,0.11,0.0319,74.9,1.26,1.41,813.6395966
AB732,NSE,Healthcare,646.62,11270.15,69.69,91.02,19822764,3.43,0.78,0.0167,74.9,1.28,7.56,628.877277
AB733,NSE,Energy,359.57,11270.15,27.94,41.31,4636110,3.27,0.11,0.0346,74.9,0.96,7.13,112.2753844
AB734,S&P 500,Real Estate,222.48,3351.28,31.47,44.55,19167021,7.69,-0.43,0.046,1,0.83,3.81,136.3187806
AB735,NYSE,Energy,711.26,12765.84,70.3,93.43,19090899,7.59,0.11,0.0591,1,0.67,6.87,652.4497512
AB736,JSE,Energy,826.7,55722,53.25,102.76,16907983,6.63,0.11,0.0371,17.7,0.66,0.6,545.9630987
AB737,NYSE,Materials,247.45,12765.84,63.7,143.86,2646697,6.2,0.03,0.0593,1,0.89,9.27,902.7089086
AB738,JSE,Information Tech,868,55722,32.22,189.32,6696500,4.74,0.23,0.0529,17.7,1.23,9.17,602.4695268
AB739,JSE,Materials,936.07,55722,87.01,12.85,4743392,4.46,0.03,0.0384,17.7,0.73,9.56,126.5325932
AB740,JSE,Real Estate,17.82,55722,58.66,152.52,16896045,7.17,-0.43,0.0389,17.7,0.77,1.32,879.8381456
AB741,NSE,Energy,130.86,11270.15,40.31,109.26,3936816,5.39,0.11,0.0425,74.9,0.97,0.45,430.050136
AB742,NSE,Real Estate,841.8,11270.15,34.03,170.02,3374739,6.81,-0.43,0.0392,74.9,1.27,4.68,571.4515719
AB743,NSE,Real Estate,886.1,11270.15,34.59,109.73,2058415,8.29,-0.43,0.0465,74.9,1.12,5.61,380.9377322
AB744,S&P 500,Materials,884.37,3351.28,81.49,190.31,1173917,3.4,0.03,0.0254,1,0.93,5.56,1544.055501
AB745,S&P 500,Energy,34.94,3351.28,72.99,164.69,18782994,5.21,0.11,0.0332,1,0.8,7.34,1186.063171
AB746,S&P 500,Information Tech,630.69,3351.28,58.77,151.89,12604888,7.34,0.23,0.0483,1,1.1,3.49,880.8456198
AB747,BSE,Energy,285.82,38182.08,34.81,146.8,19111704,4.36,0.11,0.0245,74.9,0.63,1.66,497.2276053
AB748,NSE,Information Tech,892.73,11270.15,86.43,57.03,6417486,2.81,0.23,0.0265,74.9,1.07,3.69,499.9419379
AB749,NSE,Energy,638.18,11270.15,62.78,12.44,2744937,5.57,0.11,0.0555,74.9,1.2,3.49,80.22038662
AB750,BSE,Healthcare,465.6,38182.08,67.3,96.27,3095449,7.61,0.78,0.0375,74.9,0.61,8.26,639.9324358
AB751,NYSE,Information Tech,118.04,12765.84,71.73,33.35,17807180,7.75,0.23,0.0572,1,0.89,0.67,236.3236398
AB752,NYSE,Energy,468.71,12765.84,62.53,156.19,13394262,4.28,0.11,0.0182,1,0.69,9.06,962.6619974
AB753,NSE,Healthcare,616.93,11270.15,22.76,19.75,4134359,3.73,0.78,0.0568,74.9,0.66,6.13,46.16853598
AB754,JSE,Healthcare,705.7,55722,40.07,165.96,2790529,2.95,0.78,0.0251,17.7,1.09,5.9,653.463524
AB755,S&P 500,Healthcare,964.09,3351.28,14.85,130.12,9388410,7.05,0.78,0.0264,1,1.11,7.5,199.3080597
AB756,BSE,Healthcare,569.43,38182.08,30.9,168.93,7881627,5.08,0.78,0.0583,74.9,1.26,6.38,507.8462931
AB757,S&P 500,Real Estate,89.26,3351.28,78.08,128.59,14239121,7.73,-0.43,0.024,1,0.81,7.61,991.5956379
AB758,NYSE,Real Estate,76.2,12765.84,39.73,43.65,3465733,5.73,-0.43,0.0263,1,1.01,8.51,169.426114
AB759,S&P 500,Materials,472.84,3351.28,95.64,59.29,9103729,6.71,0.03,0.0211,1,1.28,5.23,562.6297174
AB760,NYSE,Real Estate,186.74,12765.84,93.21,187.37,7978178,6.77,-0.43,0.0304,1,1.04,1.4,1728.277885
AB761,NSE,Real Estate,811.53,11270.15,13.37,150,3825023,5.65,-0.43,0.025,74.9,1.15,0.45,194.306176
AB762,NSE,Healthcare,15.11,11270.15,34.11,134.27,8786663,7.08,0.78,0.0438,74.9,0.8,4.36,445.1988189
AB763,NSE,Energy,528.91,11270.15,40.37,85.35,19001884,5.97,0.11,0.046,74.9,0.66,1.13,338.0894305
AB764,S&P 500,Information Tech,669.03,3351.28,31.92,115.61,6118571,3.05,0.23,0.0293,1,0.7,1.18,361.5984522
AB765,NSE,Healthcare,105.81,11270.15,69.97,70,11203590,6.75,0.78,0.0375,74.9,1.01,3.56,483.3347778
AB766,JSE,Real Estate,757.24,55722,33.56,10.33,16980506,2.99,-0.43,0.0564,17.7,1.11,7.43,39.8049682
AB767,NYSE,Real Estate,946.68,12765.84,98.03,27.53,10248804,5.5,-0.43,0.0608,1,1.13,8.33,283.9965532
AB768,S&P 500,Healthcare,272.85,3351.28,14.33,82.46,5714410,6.7,0.78,0.0505,1,0.78,9.13,110.975974
AB769,BSE,Materials,346.93,38182.08,52.13,41.67,15837367,7.14,0.03,0.0256,74.9,1.2,9.15,213.9358509
AB770,S&P 500,Real Estate,637.36,3351.28,51.6,187.22,7967696,8.02,-0.43,0.0355,1,0.67,0.63,950.8182259
AB771,NYSE,Materials,786.69,12765.84,90.34,142.35,8885633,5.3,0.03,0.0477,1,0.68,4.11,1279.084662
AB772,NSE,Healthcare,493.97,11270.15,41.84,65.89,19677949,4.64,0.78,0.028,74.9,1.01,8.88,270.9351138
AB773,JSE,Information Tech,792.68,55722,53.54,10.46,13461756,5.95,0.23,0.0416,17.7,1.15,8.87,62.44427762
AB774,NYSE,Energy,150.51,12765.84,12.18,76.1,18607549,6.76,0.11,0.0475,1,0.83,6.7,85.83282545
AB775,NYSE,Information Tech,339.65,12765.84,37.45,71.63,15870430,7.43,0.23,0.0181,1,0.94,8.17,262.0442858
AB776,NYSE,Energy,492.42,12765.84,92.33,152.57,10012458,4.78,0.11,0.03,1,1.2,7.89,1395.133209
AB777,BSE,Materials,548.16,38182.08,23.93,175.83,7941609,7.24,0.03,0.0462,74.9,0.78,6.53,405.6953947
AB778,NYSE,Healthcare,256.53,12765.84,72.55,70.34,1097760,3.66,0.78,0.0207,1,0.71,2.91,504.0588551
AB779,BSE,Materials,954.74,38182.08,49.78,152.03,1180089,4.07,0.03,0.0415,74.9,1.1,6.02,759.3998219
AB780,NSE,Information Tech,648.75,11270.15,73.98,97.63,12948196,3.72,0.23,0.0415,74.9,1.07,5.17,716.1282053
AB781,BSE,Materials,305.06,38182.08,75.86,127.32,18992161,6.38,0.03,0.0396,74.9,0.8,4.78,953.9345802
AB782,BSE,Real Estate,660.3,38182.08,94.13,157.67,14264662,6.3,-0.43,0.0376,74.9,0.66,5.3,1472.200444
AB783,NYSE,Healthcare,442.96,12765.84,33.49,64.88,7320856,7.61,0.78,0.0603,1,1.01,5.59,212.3053182
AB784,BSE,Energy,129.06,38182.08,20.61,131.18,10063062,4.07,0.11,0.0598,74.9,0.97,5.15,257.9712517
AB785,JSE,Information Tech,646.1,55722,42.2,142.12,19902807,7.26,0.23,0.0212,17.7,1.02,7.63,589.2148124
AB786,JSE,Healthcare,631.5,55722,92.95,87.04,1463157,3.3,0.78,0.0444,17.7,0.67,5.4,803.7564189
AB787,S&P 500,Real Estate,747.13,3351.28,10.43,196.81,12769187,2.78,-0.43,0.0329,1,0.72,0.77,192.352638
AB788,S&P 500,Materials,345.95,3351.28,85.28,182.02,16830516,6.13,0.03,0.027,1,0.79,6.24,1535.036703
AB789,JSE,Materials,364.33,55722,52.04,82.07,16381254,3,0.03,0.0308,17.7,1.16,8.97,419.8693383
AB790,NYSE,Information Tech,617.56,12765.84,92.19,40.69,8676006,7.83,0.23,0.0314,1,0.9,5.33,374.1241473
AB791,NSE,Energy,774.61,11270.15,73,29.94,11729518,3.47,0.11,0.0213,74.9,1.18,8.86,222.3731206
AB792,BSE,Healthcare,269.59,38182.08,93.21,89.36,2345952,6.97,0.78,0.0504,74.9,0.74,5.73,824.7998635
AB793,NYSE,Energy,193.33,12765.84,83.79,101.96,13370565,6.45,0.11,0.043,1,0.61,3.02,844.6973543
AB794,S&P 500,Information Tech,200.4,3351.28,56.06,31.67,15063978,3.7,0.23,0.0605,1,1.09,8.93,174.9164818
AB795,NYSE,Materials,313.26,12765.84,32.3,160.45,2794172,6.77,0.03,0.021,1,0.84,7.46,503.2135135
AB796,BSE,Healthcare,451.57,38182.08,43.42,196.62,9463717,8.22,0.78,0.0235,74.9,0.75,9.55,835.7778523
AB797,S&P 500,Energy,543.19,3351.28,51.67,102.9,2648410,5.47,0.11,0.0407,1,0.68,1.7,523.5967474
AB798,BSE,Materials,709.93,38182.08,67.17,99.11,9177481,8.31,0.03,0.0446,74.9,1.18,1.67,660.7290346
AB799,NSE,Information Tech,477.46,11270.15,24.54,172.38,13253452,6.74,0.23,0.0261,74.9,0.9,4.47,407.6810657
AB800,S&P 500,Energy,25.07,3351.28,56.27,83.76,6733498,3.92,0.11,0.0449,1,0.72,9.35,463.3681274
AB801,NSE,Energy,167.16,11270.15,70.09,50.65,19605454,5.18,0.11,0.0214,74.9,0.68,6.53,350.457597
AB802,S&P 500,Real Estate,148.11,3351.28,46.86,66.25,10176896,3.27,-0.43,0.0423,1,0.75,0.88,304.2829939
AB803,NYSE,Information Tech,234.93,12765.84,38.87,39.04,10203960,6.8,0.23,0.0604,1,0.88,5,148.4824727
AB804,JSE,Materials,913.89,55722,68.08,169.06,13343904,7.14,0.03,0.0497,17.7,0.66,4.75,1148.389867
AB805,NYSE,Materials,832.9,12765.84,43.88,139.45,15723563,7.25,0.03,0.0421,1,1.12,3.43,607.3481753
AB806,BSE,Energy,389.27,38182.08,63.93,128.09,6891724,3.08,0.11,0.0452,74.9,1.18,7.26,807.1892797
AB807,BSE,Materials,443.25,38182.08,40.72,154.56,13378930,4.66,0.03,0.0155,74.9,1.1,4.03,615.3981062
AB808,S&P 500,Real Estate,589.35,3351.28,37.96,37.66,15182794,5.27,-0.43,0.0262,1,1.18,1.61,141.8229036
AB809,BSE,Real Estate,248.57,38182.08,12.15,155.28,11091953,4.23,-0.43,0.0551,74.9,0.67,2.91,174.3184889
AB810,JSE,Real Estate,273.48,55722,22.16,141.71,13363145,8.07,-0.43,0.0529,17.7,0.6,2.25,300.7879297
AB811,BSE,Information Tech,962.61,38182.08,58.54,30.16,7917195,7.36,0.23,0.0204,74.9,1.05,4.92,191.9967956
AB812,JSE,Real Estate,62.47,55722,83.67,192.77,17571651,3.05,-0.43,0.0581,17.7,0.71,5.5,1594.066729
AB813,NYSE,Real Estate,236.07,12765.84,55.75,190.24,13656351,3.28,-0.43,0.048,1,0.65,2.66,1042.267833
AB814,JSE,Healthcare,258.4,55722,42.64,81.44,13595591,5.94,0.78,0.034,17.7,1.27,7.35,339.914185
AB815,BSE,Information Tech,52.43,38182.08,96.7,107.54,1849183,8.28,0.23,0.0303,74.9,1.25,8.99,1029.549634
AB816,JSE,Real Estate,539.73,55722,45.66,93.7,2590415,5.66,-0.43,0.0378,17.7,0.73,9.4,420.6072876
AB817,BSE,Real Estate,274.03,38182.08,64.72,187.93,18025602,3.38,-0.43,0.0261,74.9,1.08,9.21,1198.232089
AB818,NYSE,Real Estate,557.6,12765.84,21.65,67.64,19140192,6.5,-0.43,0.0593,1,0.78,1.23,142.036783
AB819,NSE,Materials,577.07,11270.15,10.81,190.85,11557038,7.96,0.03,0.0482,74.9,0.89,6.2,190.5545598
AB820,NSE,Real Estate,869.85,11270.15,66.46,33.38,16329498,8.31,-0.43,0.0557,74.9,1,9.15,229.7220186
AB821,BSE,Real Estate,626.83,38182.08,83.13,127.46,1705144,5.48,-0.43,0.052,74.9,0.66,8.92,1050.064951
AB822,JSE,Materials,245.6,55722,12.7,78.14,17274640,5.21,0.03,0.0587,17.7,0.99,4.71,92.3043309
AB823,JSE,Healthcare,815.36,55722,13.08,187.85,12746950,6.31,0.78,0.038,17.7,0.84,2.86,236.1587717
AB824,S&P 500,Energy,535.54,3351.28,70.83,117.46,8055838,6.65,0.11,0.0387,1,0.85,3.7,822.3323164
AB825,NSE,Healthcare,679.58,11270.15,57.34,128.01,13118097,6.54,0.78,0.0449,74.9,1.14,2.5,725.5757834
AB826,NYSE,Materials,515.36,12765.84,29.18,180.9,11600969,6.29,0.03,0.0539,1,0.74,8.68,511.9308339
AB827,BSE,Materials,452.54,38182.08,12.39,83.89,1099598,6.6,0.03,0.0241,74.9,0.93,2.2,97.23994709
AB828,NSE,Energy,625.62,11270.15,57.39,12.21,20108821,3.53,0.11,0.0301,74.9,0.84,4.98,72.0269852
AB829,NSE,Materials,860.77,11270.15,42.26,91.07,12631817,3.38,0.03,0.0339,74.9,0.93,7.86,386.5685804
AB830,JSE,Healthcare,763.37,55722,92.14,59.26,6510399,6.28,0.78,0.0506,17.7,1.25,5.85,546.6322718
AB831,NYSE,Information Tech,886.93,12765.84,36.61,60.39,3316219,3.79,0.23,0.0575,1,0.99,1.45,227.4497499
AB832,NYSE,Energy,422.99,12765.84,89.25,100.29,14211680,2.65,0.11,0.0355,1,0.68,1.09,886.3154306
AB833,BSE,Healthcare,908.74,38182.08,97.19,132.6,7828643,3.18,0.78,0.0475,74.9,0.98,1.05,1289.472432
AB834,JSE,Information Tech,615.98,55722,49.17,156.07,14582146,4.7,0.23,0.0445,17.7,1.18,1.7,754.9645757
AB835,S&P 500,Real Estate,553.35,3351.28,47.85,140.3,6070189,6.42,-0.43,0.0542,1,0.66,6.19,659.630826
AB836,S&P 500,Information Tech,941.99,3351.28,88.69,71.21,19755762,4.9,0.23,0.0495,1,1.1,3.99,640.9888769
AB837,NSE,Information Tech,49.42,11270.15,38.06,99.32,15402408,5.8,0.23,0.0488,74.9,0.81,7.37,368.5801452
AB838,NSE,Healthcare,435.89,11270.15,21.04,174.56,10903783,4.25,0.78,0.0227,74.9,0.71,6.67,351.6207169
AB839,JSE,Healthcare,834.89,55722,43.49,184.46,3030826,4.68,0.78,0.0167,17.7,1.15,3.19,793.4220483
AB840,JSE,Materials,587.05,55722,58.46,186.05,17304210,3.31,0.03,0.0479,17.7,1.15,2.06,1071.791734
AB841,S&P 500,Energy,80.16,3351.28,96.22,30.84,17648783,5.2,0.11,0.0598,1,1.14,4.04,294.0349195
AB842,NSE,Materials,109.74,11270.15,86.42,52.58,2853717,6.4,0.03,0.0251,74.9,1.12,7.89,449.5433628
AB843,NYSE,Energy,89.47,12765.84,10.56,52.05,14105378,5.33,0.11,0.0549,1,0.78,6.29,50.38696452
AB844,JSE,Energy,781.28,55722,44.27,153.51,17073891,7.63,0.11,0.0485,17.7,0.92,1.43,671.4534724
AB845,S&P 500,Energy,767.13,3351.28,67.29,21.36,1990133,7.4,0.11,0.056,1,1.28,0.94,148.148264
AB846,NSE,Information Tech,75.58,11270.15,37.27,61.17,14861165,5.25,0.23,0.0287,74.9,0.7,6.74,222.3426368
AB847,BSE,Information Tech,12.86,38182.08,63.08,153.14,14549839,7.82,0.23,0.0382,74.9,0.92,3.39,951.1497166
AB848,BSE,Healthcare,602.26,38182.08,94.38,115.41,10319950,7.55,0.78,0.0571,74.9,0.94,3.2,1080.674554
AB849,NSE,Information Tech,742.8,11270.15,69.69,150.59,6653018,8.19,0.23,0.0443,74.9,0.79,4.85,1040.294695
AB850,JSE,Energy,399.52,55722,62.19,21.02,7432403,3.53,0.11,0.0294,17.7,0.98,9.45,129.7188449
AB851,NYSE,Information Tech,312.32,12765.84,72.97,65.63,5852672,7.07,0.23,0.0251,1,0.89,2.03,473.1532569
AB852,JSE,Healthcare,508.54,55722,75.61,150,12493464,7.01,0.78,0.0318,17.7,1.27,4,1121.12027
AB853,BSE,Information Tech,322.58,38182.08,46.46,175.09,19057312,5.14,0.23,0.0157,74.9,0.68,9.14,796.9738388
AB854,NYSE,Real Estate,429.88,12765.84,53.76,152.48,8817765,5.99,-0.43,0.0512,1,0.9,0.68,805.8130092
AB855,BSE,Healthcare,90.2,38182.08,51.13,139.56,2255542,5.83,0.78,0.0384,74.9,0.91,7.62,700.2378063
AB856,NSE,Energy,574.1,11270.15,74,119.59,14428210,6.16,0.11,0.0327,74.9,1.12,4.61,875.5221821
AB857,BSE,Healthcare,428.16,38182.08,36.64,45.45,1557576,5.72,0.78,0.0458,74.9,0.85,0.94,163.3772862
